"","species","LifeForm","google_sum","google_mean"
"148","Corylus colurna","Vascular plants",626,4.34722222222222
"149","Corylus maxima","Vascular plants",350,2.43055555555556
"150","Corythauma ayyari","Insects",0,0
"151","Corythucha arcuata","Insects",37,0.256944444444444
"152","Cosmos sulphureus","Vascular plants",509,3.53472222222222
"153","Cotoneaster ambiguus","Vascular plants",0,0
"154","Cotoneaster ascendens","Vascular plants",0,0
"155","Cotoneaster bullatus","Vascular plants",144,1
"156","Cotoneaster conspicuus","Vascular plants",0,0
"157","Cotoneaster coriaceus","Vascular plants",53,0.368055555555556
"158","Cotoneaster divaricatus","Vascular plants",118,0.819444444444444
"159","Cotoneaster hylmoei","Vascular plants",0,0
"160","Cotoneaster mairei","Vascular plants",0,0
"161","Cotoneaster qungbixiensis","Vascular plants",0,0
"162","Cotoneaster zabelii","Vascular plants",0,0
"163","Crangon crangon","Crustaceans",407,2.82638888888889
"164","Crangonyx pseudogracilis","Crustaceans",0,0
"165","Crassula helmsii","Vascular plants",205,1.42361111111111
"166","Crassula natans","Vascular plants",0,0
"167","Crataegus pedicellata","Vascular plants",73,0.506944444444444
"168","Crepis bursifolia","Vascular plants",42,0.291666666666667
"169","Crinifer zonurus","Birds",0,0
"170","Crocosmia crocosmiiflora","Vascular plants",301,2.09027777777778
"171","Crocus chrysanthus","Vascular plants",226,1.56944444444444
"172","Crocus luteus","Vascular plants",0,0
"173","Crocus tommasinianus","Vascular plants",337,2.34027777777778
"174","Ctenolepisma longicaudatum","Insects",15,0.104166666666667
"175","Ctenoplusia limbirena","Insects",0,0
"176","Cucurbita maxima","Vascular plants",1303,9.04861111111111
"177","Cucurbita moschata","Vascular plants",768,5.33333333333333
"178","Cyanoramphus novaezelandiae","Birds",101,0.701388888888889
"179","Cyclachaena xanthiifolia","Vascular plants",12,0.0833333333333333
"180","Cyclamen coum","Vascular plants",601,4.17361111111111
"181","Cydalima perspectalis","Insects",262,1.81944444444444
"182","Cygnus melancoryphus","Birds",0,0
"183","Cynara cardunculus","Vascular plants",924,6.41666666666667
"184","Cynara scolymus","Vascular plants",2102,14.5972222222222
"185","Cynoglossum amabile","Vascular plants",206,1.43055555555556
"186","Cynomys ludovicianus","Mammals",142,0.986111111111111
"187","Cyrtaspis scutata","Insects",11,0.0763888888888889
"188","Daboecia cantabrica","Vascular plants",244,1.69444444444444
"189","Danae racemosa","Vascular plants",207,1.4375
"190","Darmera peltata","Vascular plants",521,3.61805555555556
"191","Datura innoxia","Vascular plants",274,1.90277777777778
"192","Decaisnea insignis","Vascular plants",0,0
"193","Delosperma cooperi","Vascular plants",1029,7.14583333333333
"194","Diadema setosum","Invertebrates (excl. Arthropods, Molluscs)",207,1.4375
"195","Diadumene lineata","Invertebrates (excl. Arthropods, Molluscs)",47,0.326388888888889
"196","Dianthus deltoides","Vascular plants",798,5.54166666666667
"197","Dichondra argentea","Vascular plants",300,2.08333333333333
"198","Dichondra micrantha","Vascular plants",110,0.763888888888889
"199","Dicranopalpus larvatus","Arthropods p.p. (Myriapods, Diplopods etc.)",0,0
"200","Dipsacus strigosus","Vascular plants",0,0
"201","Drepanaphis acerifoliae","Insects",0,0
"202","Drosophila suzukii","Insects",1100,7.63888888888889
"203","Dryocosmus kuriphilus","Insects",174,1.20833333333333
"204","Dryopteris cycadina","Vascular plants",79,0.548611111111111
"205","Dryopteris erythrosora","Vascular plants",497,3.45138888888889
"206","Dysphania anthelmintica","Vascular plants",0,0
"207","Earias roseifera","Insects",0,0
"208","Echinochloa oryzoides","Vascular plants",0,0
"209","Echinopsis albispinosa","Vascular plants",0,0
"210","Eclectus roratus","Birds",300,2.08333333333333
"211","Elaeagnus pungens","Vascular plants",617,4.28472222222222
"212","Elaeagnus umbellata","Vascular plants",466,3.23611111111111
"213","Eleocharis engelmannii","Vascular plants",0,0
"214","Ensis leei","Molluscs",0,0
"215","Eolophus roseicapilla","Birds",105,0.729166666666667
"216","Epilobium brachycarpum","Vascular plants",55,0.381944444444444
"217","Epilobium hirsutum","Vascular plants",233,1.61805555555556
"218","Epimedium pinnatum","Vascular plants",124,0.861111111111111
"219","Equisetum arvense","Vascular plants",3063,21.2708333333333
"220","Equisetum scirpoides","Vascular plants",106,0.736111111111111
"221","Equisetum variegatum","Vascular plants",77,0.534722222222222
"222","Eragrostis pilosa","Vascular plants",76,0.527777777777778
"223","Eremocoris fenestratus","Insects",0,0
"224","Erigeron annuus","Vascular plants",334,2.31944444444444
"225","Erodium trifolium","Vascular plants",0,0
"226","Eryngium bourgatii","Vascular plants",187,1.29861111111111
"227","Erysiphe corylacearum","Fungi",0,0
"228","Erythranthe cuprea","Vascular plants",0,0
"229","Erythranthe guttata","Vascular plants",49,0.340277777777778
"230","Erythranthe lutea","Vascular plants",0,0
"231","Erythranthe moschata","Vascular plants",0,0
"232","Erythrina crista-galli","Vascular plants",509,3.53472222222222
"233","Eucalyptus globulus","Vascular plants",4613,32.0347222222222
"234","Eudocimus ruber","Birds",126,0.875
"235","Eukoebelea australiensis","Insects",0,0
"236","Euonymus alatus","Vascular plants",2737,19.0069444444444
"237","Euonymus fortunei","Vascular plants",3122,21.6805555555556
"238","Euonymus japonicus","Vascular plants",3092,21.4722222222222
"239","Eupholidoptera schmidti","Insects",0,0
"240","Exomias pellucidus","Insects",0,0
"241","Fabrella tsugae","Fungi",0,0
"242","Ficopomatus enigmaticus","Invertebrates (excl. Arthropods, Molluscs)",86,0.597222222222222
"243","Gaillardia aristata","Vascular plants",526,3.65277777777778
"244","Galanthus nivalis","Vascular plants",1119,7.77083333333333
"245","Galanthus plicatus","Vascular plants",115,0.798611111111111
"246","Galanthus woronowii","Vascular plants",165,1.14583333333333
"247","Geranium maderense","Vascular plants",305,2.11805555555556
"248","Geranium psilostemon","Vascular plants",255,1.77083333333333
"249","Ginkgo biloba","Vascular plants",9517,66.0902777777778
"250","Gladiolus italicus","Vascular plants",144,1
"251","Glandularia hybrida","Vascular plants",42,0.291666666666667
"252","Glaucium grandiflorum","Vascular plants",0,0
"253","Glycaspis brimblecombei","Insects",101,0.701388888888889
"254","Gobiosoma bosc","Fishes",0,0
"255","Gomphocarpus fruticosus","Vascular plants",142,0.986111111111111
"256","Gracilaria vermiculophylla","Algae",74,0.513888888888889
"257","Gracilechinus acutus","Invertebrates (excl. Arthropods, Molluscs)",0,0
"258","Graphocephala fennahi","Insects",46,0.319444444444444
"259","Graptemys pseudogeographica","Reptiles",247,1.71527777777778
"260","Grus canadensis","Birds",126,0.875
"261","Grus vipio","Birds",0,0
"262","Gryllus bimaculatus","Insects",272,1.88888888888889
"263","Gunnera tinctoria","Vascular plants",318,2.20833333333333
"264","Gutenbergia rueppellii","Vascular plants",0,0
"265","Haemorhous mexicanus","Birds",80,0.555555555555556
"266","Haliaeetus leucocephalus","Birds",462,3.20833333333333
"267","Halyomorpha halys","Insects",825,5.72916666666667
"268","Hedera colchica","Vascular plants",361,2.50694444444444
"269","Hedera hibernica","Vascular plants",949,6.59027777777778
"270","Hedera maroccana","Vascular plants",0,0
"271","Helianthus decapetalus","Vascular plants",189,1.3125
"272","Helleborus lividus","Vascular plants",134,0.930555555555556
"273","Hemigrapsus sanguineus","Crustaceans",107,0.743055555555556
"274","Hemigrapsus takanoi","Crustaceans",51,0.354166666666667
"275","Henosepilachna vigintioctopunctata","Insects",80,0.555555555555556
"276","Heracleum sphondylium","Vascular plants",435,3.02083333333333
"277","Hermetia illucens","Insects",643,4.46527777777778
"278","Hibiscus rosa-sinensis","Vascular plants",1740,12.0833333333333
"279","Hierodula transcaucasica","Insects",0,0
"280","Himantopus mexicanus","Birds",117,0.8125
"281","Hippophae rhamnoides","Vascular plants",1612,11.1944444444444
"282","Hornungia alpina","Vascular plants",30,0.208333333333333
"283","Houttuynia cordata","Vascular plants",1663,11.5486111111111
"284","Hyacinthus orientalis","Vascular plants",612,4.25
"285","Hydrangea macrophylla","Vascular plants",4089,28.3958333333333
"286","Hygromia cinctella","Molluscs",0,0
"287","Hylaeus euxanthus","Insects",0,0
"288","Hylotelephium spectabile","Vascular plants",165,1.14583333333333
"289","Hymenoscyphus fraxineus","Fungi",82,0.569444444444444
"290","Hypericum inodorum","Vascular plants",284,1.97222222222222
"291","Hypericum olympicum","Vascular plants",119,0.826388888888889
"292","Ictalurus punctatus","Fishes",278,1.93055555555556
"293","Ilex crenata","Vascular plants",4797,33.3125
"294","Illinoia liriodendri","Insects",0,0
"295","Impatiens balsamina","Vascular plants",1017,7.0625
"296","Ipheion uniflorum","Vascular plants",273,1.89583333333333
"297","Isodontia mexicana","Insects",109,0.756944444444444
"298","Jacaranda mimosifolia","Vascular plants",1954,13.5694444444444
"299","Juglans cinerea","Vascular plants",315,2.1875
"300","Knautia macedonica","Vascular plants",751,5.21527777777778
"301","Koeleria glauca","Vascular plants",295,2.04861111111111
"302","Koenigia campanulata","Vascular plants",0,0
"303","Kolkwitzia amabilis","Vascular plants",886,6.15277777777778
"304","Lachnus tatakaensis","Insects",0,0
"305","Lactuca plumieri","Vascular plants",0,0
"306","Lamium orvala","Vascular plants",184,1.27777777777778
"307","Lamprocapnos spectabilis","Vascular plants",238,1.65277777777778
"308","Lamprodila festiva","Insects",36,0.25
"309","Lamprotornis splendidus","Birds",0,0
"310","Lantana camara","Vascular plants",5103,35.4375
"311","Lantanophaga pusillidactylus","Insects",0,0
"312","Lathyrus heterophyllus","Vascular plants",22,0.152777777777778
"313","Laurus nobilis","Vascular plants",4713,32.7291666666667
"314","Leonotis leonurus","Vascular plants",971,6.74305555555556
"315","Leptoglossus occidentalis","Insects",387,2.6875
"316","Leucaena leucocephala","Vascular plants",1589,11.0347222222222
"317","Leycesteria formosa","Vascular plants",917,6.36805555555556
"318","Liatris spicata","Vascular plants",3050,21.1805555555556
"319","Ligularia dentata","Vascular plants",529,3.67361111111111
"320","Lilium hollandicum","Vascular plants",0,0
"321","Limnobium laevigatum","Vascular plants",680,4.72222222222222
"322","Linaria maroccana","Vascular plants",379,2.63194444444444
"323","Linaria purpurea","Vascular plants",376,2.61111111111111
"324","Lomelosia stellata","Vascular plants",31,0.215277777777778
"325","Lonchura punctulata","Birds",113,0.784722222222222
"326","Lonicera chrysantha","Vascular plants",0,0
"327","Lonicera fragrantissima","Vascular plants",706,4.90277777777778
"328","Lonicera involucrata","Vascular plants",175,1.21527777777778
"329","Lonicera maackii","Vascular plants",209,1.45138888888889
"330","Lonicera morrowii","Vascular plants",115,0.798611111111111
"331","Lophodytes cucullatus","Birds",0,0
"332","Lophura leucomelanos","Birds",49,0.340277777777778
"333","Lotus corniculatus","Vascular plants",959,6.65972222222222
"334","Luperomorpha xanthodera","Insects",0,0
"335","Luzula nivea","Vascular plants",557,3.86805555555556
"336","Lycianthes rantonnetii","Vascular plants",193,1.34027777777778
"337","Lysimachia fortunei","Vascular plants",76,0.527777777777778
"338","Mahonia aquifolium","Vascular plants",1853,12.8680555555556
"339","Mahonia bealei","Vascular plants",305,2.11805555555556
"340","Maianthemum stellatum","Vascular plants",80,0.555555555555556
"341","Malus purpurea","Vascular plants",196,1.36111111111111
"342","Manihot grahamii","Vascular plants",188,1.30555555555556
"343","Mazus miquelii","Vascular plants",27,0.1875
"344","Mazus pumilus","Vascular plants",65,0.451388888888889
"345","Medicago monspeliaca","Vascular plants",0,0
"346","Megabruchidius dorsalis","Insects",0,0
"347","Megabruchidius tonkineus","Insects",0,0
"348","Megachile sculpturalis","Insects",70,0.486111111111111
"349","Melampyrum nemorosum","Vascular plants",95,0.659722222222222
"350","Melilotus elegans","Vascular plants",0,0
"351","Melilotus infestus","Vascular plants",0,0
"352","Mentha cervina","Vascular plants",115,0.798611111111111
"353","Mentha requienii","Vascular plants",179,1.24305555555556
"354","Metrosideros excelsa","Vascular plants",584,4.05555555555556
"355","Microlepia platyphylla","Vascular plants",0,0
"356","Micromeria filiformis","Vascular plants",0,0
"357","Mirabilis jalapa","Vascular plants",3638,25.2638888888889
"358","Misgurnus fossilis","Fishes",156,1.08333333333333
"359","Monoxia obesula","Insects",0,0
"360","Morus nigra","Vascular plants",1603,11.1319444444444
"361","Muehlenbeckia complexa","Vascular plants",489,3.39583333333333
"362","Mulinia lateralis","Molluscs",39,0.270833333333333
"363","Muscari armeniacum","Vascular plants",1044,7.25
"364","Muscari latifolium","Vascular plants",182,1.26388888888889
"365","Musophaga violacea","Birds",0,0
"366","Mustela putorius","Mammals",734,5.09722222222222
"367","Myoporum tenuifolium","Vascular plants",0,0
"368","Myosotis alpestris","Vascular plants",278,1.93055555555556
"369","Nandina domestica","Vascular plants",5928,41.1666666666667
"370","Narcissus pseudonarcissus","Vascular plants",495,3.4375
"371","Narcissus tazetta","Vascular plants",393,2.72916666666667
"372","Neillia incisa","Vascular plants",0,0
"373","Neillia tanakae","Vascular plants",0,0
"374","Nematus ribesii","Insects",49,0.340277777777778
"375","Nematus tibialis","Insects",0,0
"376","Nemophila maculata","Vascular plants",167,1.15972222222222
"377","Neogobius melanostomus","Fishes",138,0.958333333333333
"378","Nepeta racemosa","Vascular plants",316,2.19444444444444
"379","Nephrolepis exaltata","Vascular plants",1089,7.5625
"380","Nettapus coromandelianus","Birds",0,0
"381","Neurogalesus militis","Insects",0,0
"382","Nothoscordum gracile","Vascular plants",75,0.520833333333333
"383","Obolodiplosis robiniae","Insects",0,0
"384","Oenothera canovirens","Vascular plants",0,0
"385","Oenothera casimiri","Vascular plants",0,0
"386","Oenothera glazioviana","Vascular plants",109,0.756944444444444
"387","Oenothera lindheimeri","Vascular plants",100,0.694444444444444
"388","Oenothera moravica","Vascular plants",0,0
"389","Oenothera rubricalyx","Vascular plants",0,0
"390","Oenothera rubricaulis","Vascular plants",0,0
"391","Oenothera speciosa","Vascular plants",410,2.84722222222222
"392","Oenothera suaveolens","Vascular plants",0,0
"393","Ommatotriton ophryticus","Amphibians",51,0.354166666666667
"394","Oncorhynchus mykiss","Fishes",1086,7.54166666666667
"395","Onopordum tauricum","Vascular plants",30,0.208333333333333
"396","Ophraella communa","Insects",66,0.458333333333333
"397","Opuntia ficus-indica","Vascular plants",1251,8.6875
"398","Orientus ishidae","Insects",0,0
"399","Ornithogalum narbonense","Vascular plants",59,0.409722222222222
"400","Osmia cornuta","Insects",156,1.08333333333333
"401","Ovis aries","Mammals",1076,7.47222222222222
"402","Oxalis dillenii","Vascular plants",152,1.05555555555556
"403","Oxalis tetraphylla","Vascular plants",232,1.61111111111111
"404","Oxalis triangularis","Vascular plants",2872,19.9444444444444
"405","Oxyura vittata","Birds",175,1.21527777777778
"406","Pachysandra terminalis","Vascular plants",1858,12.9027777777778
"407","Paeonia lactiflora","Vascular plants",1649,11.4513888888889
"408","Palaemon elegans","Crustaceans",161,1.11805555555556
"409","Panicum capillare","Vascular plants",153,1.0625
"410","Papaver nudicaule","Vascular plants",405,2.8125
"411","Parentucellia latifolia","Vascular plants",65,0.451388888888889
"412","Parmelina quercina","Fungi",0,0
"413","Paronychia argentea","Vascular plants",106,0.736111111111111
"414","Paropsisterna beata","Insects",0,0
"415","Paropsisterna selmani","Insects",0,0
"416","Parthenocissus quinquefolia","Vascular plants",1330,9.23611111111111
"417","Parupeneus forsskali","Fishes",21,0.145833333333333
"418","Pelargonium candicans","Vascular plants",0,0
"419","Pelecanus conspicillatus","Birds",54,0.375
"420","Pelodiscus sinensis","Reptiles",272,1.88888888888889
"421","Penaeus aztecus","Crustaceans",0,0
"422","Penaeus pulchricaudatus","Crustaceans",0,0
"423","Penthimiola bella","Insects",0,0
"424","Percnon gibbesi","Crustaceans",180,1.25
"425","Perovskia abrotanoides","Vascular plants",140,0.972222222222222
"426","Perovskia atriplicifolia","Vascular plants",1005,6.97916666666667
"427","Persea americana","Vascular plants",1786,12.4027777777778
"428","Persicaria nepalensis","Vascular plants",0,0
"429","Phacelia campanularia","Vascular plants",191,1.32638888888889
"430","Phedimus stoloniferus","Vascular plants",4,0.0277777777777778
"431","Phellopsylla formicosa","Insects",0,0
"432","Phenolia picta","Insects",0,0
"433","Phodopus sungorus","Mammals",214,1.48611111111111
"434","Phoenix dactylifera","Vascular plants",1648,11.4444444444444
"435","Phormium tenax","Vascular plants",2030,14.0972222222222
"436","Phyla nodiflora","Vascular plants",429,2.97916666666667
"437","Phyllostachys viridiglaucescens","Vascular plants",104,0.722222222222222
"438","Phymosia umbellata","Vascular plants",67,0.465277777777778
"439","Physostegia virginiana","Vascular plants",537,3.72916666666667
"440","Phyteuma spicatum","Vascular plants",114,0.791666666666667
"441","Picea abies","Vascular plants",5235,36.3541666666667
"442","Picea omorika","Vascular plants",1335,9.27083333333333
"443","Picea sitchensis","Vascular plants",300,2.08333333333333
"444","Pieris brassicae","Insects",514,3.56944444444444
"445","Pilosella officinarum","Vascular plants",96,0.666666666666667
"446","Pinctada imbricata","Molluscs",0,0
"447","Pinus sylvestris","Vascular plants",4169,28.9513888888889
"448","Pinus wallichiana","Vascular plants",558,3.875
"449","Pittosporum tobira","Vascular plants",2835,19.6875
"450","Plantago sempervirens","Vascular plants",0,0
"451","Platycercus icterotis","Birds",0,0
"452","Platycodon grandiflorus","Vascular plants",786,5.45833333333333
"453","Poa infirma","Vascular plants",25,0.173611111111111
"454","Polygonatum hybridum","Vascular plants",99,0.6875
"455","Polypogon viridis","Vascular plants",0,0
"456","Polystichum acrostichoides","Vascular plants",190,1.31944444444444
"457","Polystichum aculeatum","Vascular plants",156,1.08333333333333
"458","Polystichum munitum","Vascular plants",276,1.91666666666667
"459","Polystichum polyblepharum","Vascular plants",258,1.79166666666667
"460","Polytelis anthopeplus","Birds",84,0.583333333333333
"461","Polytelis swainsonii","Birds",90,0.625
"462","Popillia japonica","Insects",571,3.96527777777778
"463","Potentilla recta","Vascular plants",181,1.25694444444444
"464","Primula florindae","Vascular plants",157,1.09027777777778
"465","Procyon lotor","Mammals",1029,7.14583333333333
"466","Pseudemys concinna","Reptiles",210,1.45833333333333
"467","Pseudoturritis turrita","Vascular plants",0,0
"468","Psyllaephagus bliteus","Insects",0,0
"469","Pteris multifida","Vascular plants",66,0.458333333333333
"470","Pteris vittata","Vascular plants",339,2.35416666666667
"471","Pterostyrax hispidus","Vascular plants",0,0
"472","Pulicaria arabica","Vascular plants",0,0
"473","Pulmonaria rubra","Vascular plants",116,0.805555555555556
"474","Pycnanthemum verticillatum","Vascular plants",0,0
"475","Pycnonotus leucotis","Birds",0,0
"476","Pyracantha fortuneana","Vascular plants",0,0
"477","Quercus frainetto","Vascular plants",222,1.54166666666667
"478","Quercus ilex","Vascular plants",3217,22.3402777777778
"479","Quiscalus quiscula","Birds",81,0.5625
"480","Rangia cuneata","Molluscs",66,0.458333333333333
"481","Ranunculus pensylvanicus","Vascular plants",0,0
"482","Raphanus raphanistrum","Vascular plants",392,2.72222222222222
"483","Rhacocleis annulata","Insects",0,0
"484","Rhagoletis cingulata","Insects",0,0
"485","Rhithropanopeus harrisii","Crustaceans",82,0.569444444444444
"486","Rhodospiza obsoleta","Birds",0,0
"487","Rhyzobius forestieri","Insects",0,0
"488","Rhyzobius lophanthae","Insects",0,0
"489","Ricania speculum","Insects",48,0.333333333333333
"490","Rodgersia podophylla","Vascular plants",228,1.58333333333333
"491","Rosa chinensis","Vascular plants",1221,8.47916666666667
"492","Rosa nitida","Vascular plants",204,1.41666666666667
"493","Rubus armeniacus","Vascular plants",114,0.791666666666667
"494","Rubus cockburnianus","Vascular plants",161,1.11805555555556
"495","Rubus laciniatus","Vascular plants",97,0.673611111111111
"496","Rudbeckia fulgida","Vascular plants",1221,8.47916666666667
"497","Rumex crispus","Vascular plants",1528,10.6111111111111
"498","Rumex cristatus","Vascular plants",0,0
